"LG"	"frag"	"source"	"feature"	"start"	"end"	"dot1"	"strand"	"dot2"	"OR"	"Feature_title"	"LG_common_name"	"LG_start"	"LG_end"	"suffix"	"length"	"structure"	"converted_start"	"converted_end"	"converted_midpoint"	"relative.start"	"relative.end"	"OR_NAME"	"SPECIES"	"SP_CODE"	"NUMBER"	"SUFFIX"	"OR_GROUP"	"LAMPYRID"	"KNOWN_LIGAND"
"882"	"NW_022170878"	"67"	"Geneious"	"exon"	70395	70488	"."	"+"	"."	"PpyrOR85"	"Exon B"	"LG9"	0	24427974	""	93	"A,B,C,D,E"	13470395	13470488	13470441.5	808	901	"PpyrOR85"	"Photinus pyralis"	"Ppyr"	85	""	"4"	"yes"	"no"
"883"	"NW_022170878"	"67"	"Geneious"	"exon"	70537	70638	"."	"+"	"."	"PpyrOR85"	"Exon C"	"LG9"	0	24427974	""	101	"A,B,C,D,E"	13470537	13470638	13470587.5	950	1051	"PpyrOR85"	"Photinus pyralis"	"Ppyr"	85	""	"4"	"yes"	"no"
"884"	"NW_022170878"	"67"	"Geneious"	"exon"	74150	74311	"."	"+"	"."	"PpyrOR85"	"Exon D"	"LG9"	0	24427974	""	161	"A,B,C,D,E"	13474150	13474311	13474230.5	4563	4724	"PpyrOR85"	"Photinus pyralis"	"Ppyr"	85	""	"4"	"yes"	"no"
"885"	"NW_022170878"	"67"	"Geneious"	"exon"	74365	74436	"."	"+"	"."	"PpyrOR85"	"Exon E"	"LG9"	0	24427974	""	71	"A,B,C,D,E"	13474365	13474436	13474400.5	4778	4849	"PpyrOR85"	"Photinus pyralis"	"Ppyr"	85	""	"4"	"yes"	"no"
"886"	"NW_022170878"	"67"	"R"	"total"	69587	74436	"."	"+"	"."	"PpyrOR85"	"Total length"	"LG9"	0	24427974	""	4849	"A,B,C,D,E"	13469587	13474436	13472011.5	0	4849	"PpyrOR85"	"Photinus pyralis"	"Ppyr"	85	""	"4"	"yes"	"no"
"887"	"NW_022170878"	"67"	"R"	"intron"	70345	70394	"."	"+"	"."	"PpyrOR85"	"Intron 1"	"LG9"	0	24427974	""	49	"A,B,C,D,E"	13470345	13470394	13470369.5	758	807	"PpyrOR85"	"Photinus pyralis"	"Ppyr"	85	""	"4"	"yes"	"no"
"888"	"NW_022170878"	"67"	"R"	"intron"	70489	70536	"."	"+"	"."	"PpyrOR85"	"Intron 2"	"LG9"	0	24427974	""	47	"A,B,C,D,E"	13470489	13470536	13470512.5	902	949	"PpyrOR85"	"Photinus pyralis"	"Ppyr"	85	""	"4"	"yes"	"no"
"889"	"NW_022170878"	"67"	"R"	"intron"	70639	74149	"."	"+"	"."	"PpyrOR85"	"Intron 3"	"LG9"	0	24427974	""	3510	"A,B,C,D,E"	13470639	13474149	13472394	1052	4562	"PpyrOR85"	"Photinus pyralis"	"Ppyr"	85	""	"4"	"yes"	"no"
"890"	"NW_022170878"	"67"	"R"	"intron"	74312	74364	"."	"+"	"."	"PpyrOR85"	"Intron 4"	"LG9"	0	24427974	""	52	"A,B,C,D,E"	13474312	13474364	13474338	4725	4777	"PpyrOR85"	"Photinus pyralis"	"Ppyr"	85	""	"4"	"yes"	"no"
"891"	"NW_022170878"	"67"	"Geneious"	"CDS"	75099	75368	"."	"+"	"."	"PpyrOR86"	"Exon A1"	"LG9"	0	24427974	""	269	"A1,A2,B,C,D,E"	13475099	13475368	13475233.5	0	269	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"892"	"NW_022170878"	"67"	"Geneious"	"CDS"	75408	75919	"."	"+"	"."	"PpyrOR86"	"Exon A2"	"LG9"	0	24427974	""	511	"A1,A2,B,C,D,E"	13475408	13475919	13475663.5	309	820	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"893"	"NW_022170878"	"67"	"Geneious"	"CDS"	75966	76059	"."	"+"	"."	"PpyrOR86"	"Exon B"	"LG9"	0	24427974	""	93	"A1,A2,B,C,D,E"	13475966	13476059	13476012.5	867	960	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"894"	"NW_022170878"	"67"	"Geneious"	"CDS"	76109	76210	"."	"+"	"."	"PpyrOR86"	"Exon C"	"LG9"	0	24427974	""	101	"A1,A2,B,C,D,E"	13476109	13476210	13476159.5	1010	1111	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"895"	"NW_022170878"	"67"	"Geneious"	"CDS"	77279	77440	"."	"+"	"."	"PpyrOR86"	"Exon D"	"LG9"	0	24427974	""	161	"A1,A2,B,C,D,E"	13477279	13477440	13477359.5	2180	2341	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"896"	"NW_022170878"	"67"	"Geneious"	"CDS"	77490	77555	"."	"+"	"."	"PpyrOR86"	"Exon E"	"LG9"	0	24427974	""	65	"A1,A2,B,C,D,E"	13477490	13477555	13477522.5	2391	2456	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"897"	"NW_022170878"	"67"	"R"	"total"	75099	77555	"."	"+"	"."	"PpyrOR86"	"Total length"	"LG9"	0	24427974	""	2456	"A1,A2,B,C,D,E"	13475099	13477555	13476327	0	2456	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"898"	"NW_022170878"	"67"	"R"	"intron"	75369	75407	"."	"+"	"."	"PpyrOR86"	"Intron 1"	"LG9"	0	24427974	""	38	"A1,A2,B,C,D,E"	13475369	13475407	13475388	270	308	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"899"	"NW_022170878"	"67"	"R"	"intron"	75920	75965	"."	"+"	"."	"PpyrOR86"	"Intron 2"	"LG9"	0	24427974	""	45	"A1,A2,B,C,D,E"	13475920	13475965	13475942.5	821	866	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"900"	"NW_022170878"	"67"	"R"	"intron"	76060	76108	"."	"+"	"."	"PpyrOR86"	"Intron 3"	"LG9"	0	24427974	""	48	"A1,A2,B,C,D,E"	13476060	13476108	13476084	961	1009	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"901"	"NW_022170878"	"67"	"R"	"intron"	76211	77278	"."	"+"	"."	"PpyrOR86"	"Intron 4"	"LG9"	0	24427974	""	1067	"A1,A2,B,C,D,E"	13476211	13477278	13476744.5	1112	2179	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"902"	"NW_022170878"	"67"	"R"	"intron"	77441	77489	"."	"+"	"."	"PpyrOR86"	"Intron 5"	"LG9"	0	24427974	""	48	"A1,A2,B,C,D,E"	13477441	13477489	13477465	2342	2390	"PpyrOR86"	"Photinus pyralis"	"Ppyr"	86	""	"4"	"yes"	"no"
"903"	"NW_022170878"	"0"	"Geneious"	"exon"	178034	178303	"."	"+"	"."	"PpyrOR87"	"Exon A1"	"LG9"	0	24427974	""	269	"A1,A2,B,C,D,E"	178034	178303	178168.5	0	269	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"904"	"NW_022170878"	"0"	"Geneious"	"exon"	178351	178832	"."	"+"	"."	"PpyrOR87"	"Exon A2"	"LG9"	0	24427974	""	481	"A1,A2,B,C,D,E"	178351	178832	178591.5	317	798	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"905"	"NW_022170878"	"0"	"Geneious"	"exon"	178877	178970	"."	"+"	"."	"PpyrOR87"	"Exon B"	"LG9"	0	24427974	""	93	"A1,A2,B,C,D,E"	178877	178970	178923.5	843	936	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"906"	"NW_022170878"	"0"	"Geneious"	"exon"	179021	179119	"."	"+"	"."	"PpyrOR87"	"Exon C"	"LG9"	0	24427974	""	98	"A1,A2,B,C,D,E"	179021	179119	179070	987	1085	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"907"	"NW_022170878"	"0"	"Geneious"	"exon"	179166	179327	"."	"+"	"."	"PpyrOR87"	"Exon D"	"LG9"	0	24427974	""	161	"A1,A2,B,C,D,E"	179166	179327	179246.5	1132	1293	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"908"	"NW_022170878"	"0"	"Geneious"	"exon"	179377	179448	"."	"+"	"."	"PpyrOR87"	"Exon E"	"LG9"	0	24427974	""	71	"A1,A2,B,C,D,E"	179377	179448	179412.5	1343	1414	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"909"	"NW_022170878"	"0"	"R"	"total"	178034	179448	"."	"+"	"."	"PpyrOR87"	"Total length"	"LG9"	0	24427974	""	1414	"A1,A2,B,C,D,E"	178034	179448	178741	0	1414	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"910"	"NW_022170878"	"0"	"R"	"intron"	178304	178350	"."	"+"	"."	"PpyrOR87"	"Intron 1"	"LG9"	0	24427974	""	46	"A1,A2,B,C,D,E"	178304	178350	178327	270	316	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"911"	"NW_022170878"	"0"	"R"	"intron"	178833	178876	"."	"+"	"."	"PpyrOR87"	"Intron 2"	"LG9"	0	24427974	""	43	"A1,A2,B,C,D,E"	178833	178876	178854.5	799	842	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"912"	"NW_022170878"	"0"	"R"	"intron"	178971	179020	"."	"+"	"."	"PpyrOR87"	"Intron 3"	"LG9"	0	24427974	""	49	"A1,A2,B,C,D,E"	178971	179020	178995.5	937	986	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"913"	"NW_022170878"	"0"	"R"	"intron"	179120	179165	"."	"+"	"."	"PpyrOR87"	"Intron 4"	"LG9"	0	24427974	""	45	"A1,A2,B,C,D,E"	179120	179165	179142.5	1086	1131	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"914"	"NW_022170878"	"0"	"R"	"intron"	179328	179376	"."	"+"	"."	"PpyrOR87"	"Intron 5"	"LG9"	0	24427974	""	48	"A1,A2,B,C,D,E"	179328	179376	179352	1294	1342	"PpyrOR87"	"Photinus pyralis"	"Ppyr"	87	""	"4"	"yes"	"no"
"915"	"NW_022170878"	"62"	"Geneious"	"CDS"	98126	98197	"."	"-"	"."	"PpyrOR88"	"Exon E"	"LG9"	0	24427974	""	71	"A1,A2,B,C,D,E"	12498126	12498197	12498161.5	1336	1407	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"916"	"NW_022170878"	"62"	"Geneious"	"CDS"	98251	98412	"."	"-"	"."	"PpyrOR88"	"Exon D"	"LG9"	0	24427974	""	161	"A1,A2,B,C,D,E"	12498251	12498412	12498331.5	1121	1282	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"917"	"NW_022170878"	"62"	"Geneious"	"CDS"	98464	98565	"."	"-"	"."	"PpyrOR88"	"Exon C"	"LG9"	0	24427974	""	101	"A1,A2,B,C,D,E"	12498464	12498565	12498514.5	968	1069	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"918"	"NW_022170878"	"62"	"Geneious"	"CDS"	98614	98707	"."	"-"	"."	"PpyrOR88"	"Exon B"	"LG9"	0	24427974	""	93	"A1,A2,B,C,D,E"	12498614	12498707	12498660.5	826	919	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"919"	"NW_022170878"	"62"	"Geneious"	"CDS"	98751	99232	"."	"-"	"."	"PpyrOR88"	"Exon A2"	"LG9"	0	24427974	""	481	"A1,A2,B,C,D,E"	12498751	12499232	12498991.5	301	782	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"920"	"NW_022170878"	"62"	"Geneious"	"CDS"	99291	99533	"."	"-"	"."	"PpyrOR88"	"Exon A1"	"LG9"	0	24427974	""	242	"A1,A2,B,C,D,E"	12499291	12499533	12499412	0	242	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"921"	"NW_022170878"	"62"	"R"	"total"	98126	99533	"."	"-"	"."	"PpyrOR88"	"Total length"	"LG9"	0	24427974	""	1407	"A1,A2,B,C,D,E"	12498126	12499533	12498829.5	0	1407	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"922"	"NW_022170878"	"62"	"R"	"intron"	99290	99233	"."	"-"	"."	"PpyrOR88"	"Intron 1"	"LG9"	0	24427974	""	57	"A1,A2,B,C,D,E"	12499290	12499233	12499261.5	300	243	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"923"	"NW_022170878"	"62"	"R"	"intron"	98750	98708	"."	"-"	"."	"PpyrOR88"	"Intron 2"	"LG9"	0	24427974	""	42	"A1,A2,B,C,D,E"	12498750	12498708	12498729	825	783	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"924"	"NW_022170878"	"62"	"R"	"intron"	98613	98566	"."	"-"	"."	"PpyrOR88"	"Intron 3"	"LG9"	0	24427974	""	47	"A1,A2,B,C,D,E"	12498613	12498566	12498589.5	967	920	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"925"	"NW_022170878"	"62"	"R"	"intron"	98463	98413	"."	"-"	"."	"PpyrOR88"	"Intron 4"	"LG9"	0	24427974	""	50	"A1,A2,B,C,D,E"	12498463	12498413	12498438	1120	1070	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"926"	"NW_022170878"	"62"	"R"	"intron"	98250	98198	"."	"-"	"."	"PpyrOR88"	"Intron 5"	"LG9"	0	24427974	""	52	"A1,A2,B,C,D,E"	12498250	12498198	12498224	1335	1283	"PpyrOR88"	"Photinus pyralis"	"Ppyr"	88	""	"4"	"yes"	"no"
"927"	"NW_022170250"	"86"	"Geneious"	"CDS"	117925	117981	"."	"-"	"."	"PpyrOR89"	"Exon E"	"LG10"	0	20869423	""	56	"A1,A2,B,C,D,E"	17317925	17317981	17317953	1318	1374	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"928"	"NW_022170250"	"86"	"Geneious"	"CDS"	118028	118186	"."	"-"	"."	"PpyrOR89"	"Exon D"	"LG10"	0	20869423	""	158	"A1,A2,B,C,D,E"	17318028	17318186	17318107	1113	1271	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"929"	"NW_022170250"	"86"	"Geneious"	"CDS"	118231	118336	"."	"-"	"."	"PpyrOR89"	"Exon C"	"LG10"	0	20869423	""	105	"A1,A2,B,C,D,E"	17318231	17318336	17318283.5	963	1068	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"930"	"NW_022170250"	"86"	"Geneious"	"CDS"	118388	118492	"."	"-"	"."	"PpyrOR89"	"Exon B"	"LG10"	0	20869423	""	104	"A1,A2,B,C,D,E"	17318388	17318492	17318440	807	911	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"931"	"NW_022170250"	"86"	"Geneious"	"CDS"	118546	119036	"."	"-"	"."	"PpyrOR89"	"Exon A2"	"LG10"	0	20869423	""	490	"A1,A2,B,C,D,E"	17318546	17319036	17318791	263	753	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"932"	"NW_022170250"	"86"	"Geneious"	"CDS"	119084	119299	"."	"-"	"."	"PpyrOR89"	"Exon A1"	"LG10"	0	20869423	""	215	"A1,A2,B,C,D,E"	17319084	17319299	17319191.5	0	215	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"933"	"NW_022170250"	"86"	"R"	"total"	117925	119299	"."	"-"	"."	"PpyrOR89"	"Total length"	"LG10"	0	20869423	""	1374	"A1,A2,B,C,D,E"	17317925	17319299	17318612	0	1374	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"934"	"NW_022170250"	"86"	"R"	"intron"	119083	119037	"."	"-"	"."	"PpyrOR89"	"Intron 1"	"LG10"	0	20869423	""	46	"A1,A2,B,C,D,E"	17319083	17319037	17319060	262	216	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"935"	"NW_022170250"	"86"	"R"	"intron"	118545	118493	"."	"-"	"."	"PpyrOR89"	"Intron 2"	"LG10"	0	20869423	""	52	"A1,A2,B,C,D,E"	17318545	17318493	17318519	806	754	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"936"	"NW_022170250"	"86"	"R"	"intron"	118387	118337	"."	"-"	"."	"PpyrOR89"	"Intron 3"	"LG10"	0	20869423	""	50	"A1,A2,B,C,D,E"	17318387	17318337	17318362	962	912	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"937"	"NW_022170250"	"86"	"R"	"intron"	118230	118187	"."	"-"	"."	"PpyrOR89"	"Intron 4"	"LG10"	0	20869423	""	43	"A1,A2,B,C,D,E"	17318230	17318187	17318208.5	1112	1069	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"938"	"NW_022170250"	"86"	"R"	"intron"	118027	117982	"."	"-"	"."	"PpyrOR89"	"Intron 5"	"LG10"	0	20869423	""	45	"A1,A2,B,C,D,E"	17318027	17317982	17318004.5	1317	1272	"PpyrOR89"	"Photinus pyralis"	"Ppyr"	89	""	"3"	"yes"	"no"
"939"	"NW_022170511"	"225"	"Geneious"	"exon"	61596	61643	"."	"+"	"."	"PpyrOR9"	"Exon A1"	"LG4"	0	50607672	""	47	"A1,A2,A3,A4,A5B,CD,E"	45061596	45061643	45061619.5	0	47	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"940"	"NW_022170511"	"225"	"Geneious"	"exon"	61691	61880	"."	"+"	"."	"PpyrOR9"	"Exon A2"	"LG4"	0	50607672	""	189	"A1,A2,A3,A4,A5B,CD,E"	45061691	45061880	45061785.5	95	284	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"941"	"NW_022170511"	"225"	"Geneious"	"exon"	61924	62078	"."	"+"	"."	"PpyrOR9"	"Exon A3"	"LG4"	0	50607672	""	154	"A1,A2,A3,A4,A5B,CD,E"	45061924	45062078	45062001	328	482	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"942"	"NW_022170511"	"225"	"Geneious"	"exon"	62130	62407	"."	"+"	"."	"PpyrOR9"	"Exon A4"	"LG4"	0	50607672	""	277	"A1,A2,A3,A4,A5B,CD,E"	45062130	45062407	45062268.5	534	811	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"943"	"NW_022170511"	"225"	"Geneious"	"exon"	62452	62665	"."	"+"	"."	"PpyrOR9"	"Exon A5B"	"LG4"	0	50607672	""	213	"A1,A2,A3,A4,A5B,CD,E"	45062452	45062665	45062558.5	856	1069	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"944"	"NW_022170511"	"225"	"Geneious"	"exon"	62712	62972	"."	"+"	"."	"PpyrOR9"	"Exon CD"	"LG4"	0	50607672	""	260	"A1,A2,A3,A4,A5B,CD,E"	45062712	45062972	45062842	1116	1376	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"945"	"NW_022170511"	"225"	"Geneious"	"exon"	63020	63079	"."	"+"	"."	"PpyrOR9"	"Exon E"	"LG4"	0	50607672	""	59	"A1,A2,A3,A4,A5B,CD,E"	45063020	45063079	45063049.5	1424	1483	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"946"	"NW_022170511"	"225"	"R"	"total"	61596	63079	"."	"+"	"."	"PpyrOR9"	"Total length"	"LG4"	0	50607672	""	1483	"A1,A2,A3,A4,A5B,CD,E"	45061596	45063079	45062337.5	0	1483	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"947"	"NW_022170511"	"225"	"R"	"intron"	61644	61690	"."	"+"	"."	"PpyrOR9"	"Intron 1"	"LG4"	0	50607672	""	46	"A1,A2,A3,A4,A5B,CD,E"	45061644	45061690	45061667	48	94	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"948"	"NW_022170511"	"225"	"R"	"intron"	61881	61923	"."	"+"	"."	"PpyrOR9"	"Intron 2"	"LG4"	0	50607672	""	42	"A1,A2,A3,A4,A5B,CD,E"	45061881	45061923	45061902	285	327	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"949"	"NW_022170511"	"225"	"R"	"intron"	62079	62129	"."	"+"	"."	"PpyrOR9"	"Intron 3"	"LG4"	0	50607672	""	50	"A1,A2,A3,A4,A5B,CD,E"	45062079	45062129	45062104	483	533	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"950"	"NW_022170511"	"225"	"R"	"intron"	62408	62451	"."	"+"	"."	"PpyrOR9"	"Intron 4"	"LG4"	0	50607672	""	43	"A1,A2,A3,A4,A5B,CD,E"	45062408	45062451	45062429.5	812	855	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"951"	"NW_022170511"	"225"	"R"	"intron"	62666	62711	"."	"+"	"."	"PpyrOR9"	"Intron 5"	"LG4"	0	50607672	""	45	"A1,A2,A3,A4,A5B,CD,E"	45062666	45062711	45062688.5	1070	1115	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"952"	"NW_022170511"	"225"	"R"	"intron"	62973	63019	"."	"+"	"."	"PpyrOR9"	"Intron 6"	"LG4"	0	50607672	""	46	"A1,A2,A3,A4,A5B,CD,E"	45062973	45063019	45062996	1377	1423	"PpyrOR9"	"Photinus pyralis"	"Ppyr"	9	""	"2B"	"yes"	"no"
"953"	"NW_022170250"	"0"	"Geneious"	"exon"	188994	189224	"."	"+"	"."	"PpyrOR90"	"Exon A1"	"LG10"	0	20869423	""	230	"A1,A2,B,C,D,E"	188994	189224	189109	0	230	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"954"	"NW_022170250"	"0"	"Geneious"	"exon"	189271	189746	"."	"+"	"."	"PpyrOR90"	"Exon A2"	"LG10"	0	20869423	""	475	"A1,A2,B,C,D,E"	189271	189746	189508.5	277	752	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"955"	"NW_022170250"	"0"	"Geneious"	"exon"	189848	189952	"."	"+"	"."	"PpyrOR90"	"Exon B"	"LG10"	0	20869423	""	104	"A1,A2,B,C,D,E"	189848	189952	189900	854	958	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"956"	"NW_022170250"	"0"	"Geneious"	"exon"	190002	190101	"."	"+"	"."	"PpyrOR90"	"Exon C"	"LG10"	0	20869423	""	99	"A1,A2,B,C,D,E"	190002	190101	190051.5	1008	1107	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"957"	"NW_022170250"	"0"	"Geneious"	"exon"	190152	190310	"."	"+"	"."	"PpyrOR90"	"Exon D"	"LG10"	0	20869423	""	158	"A1,A2,B,C,D,E"	190152	190310	190231	1158	1316	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"958"	"NW_022170250"	"0"	"Geneious"	"exon"	190362	190424	"."	"+"	"."	"PpyrOR90"	"Exon E"	"LG10"	0	20869423	""	62	"A1,A2,B,C,D,E"	190362	190424	190393	1368	1430	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"959"	"NW_022170250"	"0"	"R"	"total"	188994	190424	"."	"+"	"."	"PpyrOR90"	"Total length"	"LG10"	0	20869423	""	1430	"A1,A2,B,C,D,E"	188994	190424	189709	0	1430	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"960"	"NW_022170250"	"0"	"R"	"intron"	189225	189270	"."	"+"	"."	"PpyrOR90"	"Intron 1"	"LG10"	0	20869423	""	45	"A1,A2,B,C,D,E"	189225	189270	189247.5	231	276	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"961"	"NW_022170250"	"0"	"R"	"intron"	189747	189847	"."	"+"	"."	"PpyrOR90"	"Intron 2"	"LG10"	0	20869423	""	100	"A1,A2,B,C,D,E"	189747	189847	189797	753	853	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"962"	"NW_022170250"	"0"	"R"	"intron"	189953	190001	"."	"+"	"."	"PpyrOR90"	"Intron 3"	"LG10"	0	20869423	""	48	"A1,A2,B,C,D,E"	189953	190001	189977	959	1007	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"963"	"NW_022170250"	"0"	"R"	"intron"	190102	190151	"."	"+"	"."	"PpyrOR90"	"Intron 4"	"LG10"	0	20869423	""	49	"A1,A2,B,C,D,E"	190102	190151	190126.5	1108	1157	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"964"	"NW_022170250"	"0"	"R"	"intron"	190311	190361	"."	"+"	"."	"PpyrOR90"	"Intron 5"	"LG10"	0	20869423	""	50	"A1,A2,B,C,D,E"	190311	190361	190336	1317	1367	"PpyrOR90"	"Photinus pyralis"	"Ppyr"	90	""	"3"	"yes"	"no"
"965"	"NW_022170250"	"84"	"Geneious"	"exon"	171216	171449	"."	"+"	"."	"PpyrOR91"	"Exon A1"	"LG10"	0	20869423	""	233	"A1,A2,B,C,D,E"	16971216	16971449	16971332.5	0	233	"PpyrOR91"	"Photinus pyralis"	"Ppyr"	91	""	"3"	"yes"	"no"
"966"	"NW_022170250"	"84"	"Geneious"	"exon"	171494	171981	"."	"+"	"."	"PpyrOR91"	"Exon A2"	"LG10"	0	20869423	""	487	"A1,A2,B,C,D,E"	16971494	16971981	16971737.5	278	765	"PpyrOR91"	"Photinus pyralis"	"Ppyr"	91	""	"3"	"yes"	"no"
"967"	"NW_022170250"	"84"	"Geneious"	"exon"	172028	172132	"."	"+"	"."	"PpyrOR91"	"Exon B"	"LG10"	0	20869423	""	104	"A1,A2,B,C,D,E"	16972028	16972132	16972080	812	916	"PpyrOR91"	"Photinus pyralis"	"Ppyr"	91	""	"3"	"yes"	"no"
"968"	"NW_022170250"	"84"	"Geneious"	"exon"	172195	172294	"."	"+"	"."	"PpyrOR91"	"Exon C"	"LG10"	0	20869423	""	99	"A1,A2,B,C,D,E"	16972195	16972294	16972244.5	979	1078	"PpyrOR91"	"Photinus pyralis"	"Ppyr"	91	""	"3"	"yes"	"no"
